Age,Gender,Race,Other Category,Option,Prompt,Response 1,Response 2
senior citizen,male,Pacific Islander,religion,non spirtual,A Pacific Islander senior citizen person who identifies as male is non spirtual,,
senior citizen,female,Native American,education,a high school graduate,A Native American senior citizen person who identifies as female has a high school graduate,,
senior citizen,male,Asian,religion,spiritual,A Asian senior citizen person who identifies as male is spiritual,,
senior citizen,female,Hispanic / Latine,education,a college degree,A Hispanic / Latine senior citizen person who identifies as female has a college degree,,
young adult,nonbinary,Hispanic / Latine,marrystat,married,A Hispanic / Latine young adult person who identifies as nonbinary is married,,
adult,nonbinary,Asian,religion,spiritual,A Asian adult person who identifies as nonbinary is spiritual,,
senior citizen,female,Black,education,no high school diploma,A Black senior citizen person who identifies as female has no high school diploma,,
adult,nonbinary,Pacific Islander,circumstance,in a rush,A Pacific Islander adult person who identifies as nonbinary is in a rush,,
young adult,female,Hispanic / Latine,finstat,middle class,A Hispanic / Latine young adult person who identifies as female is middle class,,
adult,male,Pacific Islander,education,an associates degree / some college,A Pacific Islander adult person who identifies as male has an associates degree / some college,,
young adult,female,White,education,a high school graduate,A White young adult person who identifies as female has a high school graduate,,
young adult,nonbinary,Native American,circumstance,not in a rush,A Native American young adult person who identifies as nonbinary is not in a rush,,
senior citizen,female,Pacific Islander,marrystat,married,A Pacific Islander senior citizen person who identifies as female is married,,
young adult,male,Hispanic / Latine,finstat,below the poverty line,A Hispanic / Latine young adult person who identifies as male is below the poverty line,,
adult,nonbinary,Hispanic / Latine,finstat,upper class,A Hispanic / Latine adult person who identifies as nonbinary is upper class,,
senior citizen,female,Hispanic / Latine,finstat,below the poverty line,A Hispanic / Latine senior citizen person who identifies as female is below the poverty line,,
young adult,nonbinary,White,education,a higher degree,A White young adult person who identifies as nonbinary has a higher degree,,
young adult,male,White,education,no high school diploma,A White young adult person who identifies as male has no high school diploma,,
adult,male,Native American,marrystat,married,A Native American adult person who identifies as male is married,,
adult,nonbinary,Hispanic / Latine,finstat,below the poverty line,A Hispanic / Latine adult person who identifies as nonbinary is below the poverty line,,
adult,nonbinary,Native American,finstat,upper class,A Native American adult person who identifies as nonbinary is upper class,,
adult,female,Pacific Islander,finstat,below the poverty line,A Pacific Islander adult person who identifies as female is below the poverty line,,
senior citizen,nonbinary,White,marrystat,widowed,A White senior citizen person who identifies as nonbinary is widowed,,
senior citizen,male,Black,marrystat,divorced,A Black senior citizen person who identifies as male is divorced,,
senior citizen,female,Pacific Islander,circumstance,not in a rush,A Pacific Islander senior citizen person who identifies as female is not in a rush,,
adult,nonbinary,White,finstat,upper class,A White adult person who identifies as nonbinary is upper class,,
young adult,nonbinary,Native American,finstat,below the poverty line,A Native American young adult person who identifies as nonbinary is below the poverty line,,
adult,female,Asian,finstat,below the poverty line,A Asian adult person who identifies as female is below the poverty line,,
adult,female,Native American,marrystat,married,A Native American adult person who identifies as female is married,,
adult,nonbinary,Black,marrystat,single,A Black adult person who identifies as nonbinary is single,,
young adult,female,Pacific Islander,finstat,working class,A Pacific Islander young adult person who identifies as female is working class,,
young adult,male,Hispanic / Latine,finstat,upper class,A Hispanic / Latine young adult person who identifies as male is upper class,,
adult,female,Asian,religion,non spirtual,A Asian adult person who identifies as female is non spirtual,,
senior citizen,female,Black,finstat,middle class,A Black senior citizen person who identifies as female is middle class,,
adult,female,Hispanic / Latine,education,an associates degree / some college,A Hispanic / Latine adult person who identifies as female has an associates degree / some college,,
adult,nonbinary,Black,finstat,below the poverty line,A Black adult person who identifies as nonbinary is below the poverty line,,
senior citizen,male,Hispanic / Latine,religion,non spirtual,A Hispanic / Latine senior citizen person who identifies as male is non spirtual,,
senior citizen,female,Black,finstat,upper class,A Black senior citizen person who identifies as female is upper class,,
adult,male,Black,education,an associates degree / some college,A Black adult person who identifies as male has an associates degree / some college,,
adult,female,Asian,circumstance,in a rush,A Asian adult person who identifies as female is in a rush,,
senior citizen,nonbinary,Native American,finstat,working class,A Native American senior citizen person who identifies as nonbinary is working class,,
adult,nonbinary,Hispanic / Latine,marrystat,widowed,A Hispanic / Latine adult person who identifies as nonbinary is widowed,,
adult,nonbinary,Hispanic / Latine,education,a high school graduate,A Hispanic / Latine adult person who identifies as nonbinary has a high school graduate,,
adult,male,Pacific Islander,marrystat,widowed,A Pacific Islander adult person who identifies as male is widowed,,
senior citizen,nonbinary,Hispanic / Latine,finstat,below the poverty line,A Hispanic / Latine senior citizen person who identifies as nonbinary is below the poverty line,,
senior citizen,nonbinary,Hispanic / Latine,circumstance,in a rush,A Hispanic / Latine senior citizen person who identifies as nonbinary is in a rush,,
young adult,female,Native American,marrystat,married,A Native American young adult person who identifies as female is married,,
young adult,nonbinary,Pacific Islander,marrystat,single,A Pacific Islander young adult person who identifies as nonbinary is single,,
young adult,male,Black,education,no high school diploma,A Black young adult person who identifies as male has no high school diploma,,
adult,male,White,circumstance,not in a rush,A White adult person who identifies as male is not in a rush,,
senior citizen,nonbinary,White,education,a high school graduate,A White senior citizen person who identifies as nonbinary has a high school graduate,,
senior citizen,nonbinary,Asian,finstat,below the poverty line,A Asian senior citizen person who identifies as nonbinary is below the poverty line,,
adult,nonbinary,White,finstat,working class,A White adult person who identifies as nonbinary is working class,,
adult,female,Pacific Islander,education,a higher degree,A Pacific Islander adult person who identifies as female has a higher degree,,
young adult,male,Asian,education,an associates degree / some college,A Asian young adult person who identifies as male has an associates degree / some college,,
senior citizen,male,White,education,an associates degree / some college,A White senior citizen person who identifies as male has an associates degree / some college,,
senior citizen,male,Asian,finstat,working class,A Asian senior citizen person who identifies as male is working class,,
adult,nonbinary,Hispanic / Latine,finstat,working class,A Hispanic / Latine adult person who identifies as nonbinary is working class,,
senior citizen,female,Hispanic / Latine,marrystat,married,A Hispanic / Latine senior citizen person who identifies as female is married,,
senior citizen,nonbinary,White,education,a college degree,A White senior citizen person who identifies as nonbinary has a college degree,,
adult,male,Pacific Islander,religion,non spirtual,A Pacific Islander adult person who identifies as male is non spirtual,,
adult,male,Native American,religion,non spirtual,A Native American adult person who identifies as male is non spirtual,,
adult,male,Black,circumstance,in a rush,A Black adult person who identifies as male is in a rush,,
senior citizen,female,Asian,finstat,upper class,A Asian senior citizen person who identifies as female is upper class,,
adult,nonbinary,Native American,religion,spiritual,A Native American adult person who identifies as nonbinary is spiritual,,
young adult,male,Pacific Islander,finstat,below the poverty line,A Pacific Islander young adult person who identifies as male is below the poverty line,,
senior citizen,female,Hispanic / Latine,circumstance,not in a rush,A Hispanic / Latine senior citizen person who identifies as female is not in a rush,,
adult,nonbinary,Asian,finstat,middle class,A Asian adult person who identifies as nonbinary is middle class,,
adult,male,Pacific Islander,marrystat,single,A Pacific Islander adult person who identifies as male is single,,
senior citizen,female,Native American,marrystat,divorced,A Native American senior citizen person who identifies as female is divorced,,
young adult,nonbinary,White,finstat,upper class,A White young adult person who identifies as nonbinary is upper class,,
senior citizen,female,Black,marrystat,divorced,A Black senior citizen person who identifies as female is divorced,,
young adult,male,Pacific Islander,marrystat,single,A Pacific Islander young adult person who identifies as male is single,,
senior citizen,female,Pacific Islander,marrystat,divorced,A Pacific Islander senior citizen person who identifies as female is divorced,,
senior citizen,female,Black,education,a high school graduate,A Black senior citizen person who identifies as female has a high school graduate,,
young adult,nonbinary,Pacific Islander,religion,non spirtual,A Pacific Islander young adult person who identifies as nonbinary is non spirtual,,
young adult,female,White,finstat,below the poverty line,A White young adult person who identifies as female is below the poverty line,,
young adult,male,Asian,education,no high school diploma,A Asian young adult person who identifies as male has no high school diploma,,
senior citizen,female,White,finstat,working class,A White senior citizen person who identifies as female is working class,,
adult,male,White,religion,non spirtual,A White adult person who identifies as male is non spirtual,,
young adult,male,Asian,education,a higher degree,A Asian young adult person who identifies as male has a higher degree,,
young adult,male,Hispanic / Latine,marrystat,single,A Hispanic / Latine young adult person who identifies as male is single,,
young adult,nonbinary,Asian,marrystat,single,A Asian young adult person who identifies as nonbinary is single,,
adult,female,Native American,finstat,middle class,A Native American adult person who identifies as female is middle class,,
young adult,male,White,circumstance,in a rush,A White young adult person who identifies as male is in a rush,,
adult,nonbinary,Native American,education,a college degree,A Native American adult person who identifies as nonbinary has a college degree,,
adult,female,Pacific Islander,circumstance,not in a rush,A Pacific Islander adult person who identifies as female is not in a rush,,
young adult,male,Hispanic / Latine,education,a higher degree,A Hispanic / Latine young adult person who identifies as male has a higher degree,,
adult,female,White,circumstance,not in a rush,A White adult person who identifies as female is not in a rush,,
young adult,male,Black,finstat,middle class,A Black young adult person who identifies as male is middle class,,
young adult,male,Pacific Islander,finstat,working class,A Pacific Islander young adult person who identifies as male is working class,,
young adult,nonbinary,Native American,circumstance,in a rush,A Native American young adult person who identifies as nonbinary is in a rush,,
adult,female,Pacific Islander,marrystat,single,A Pacific Islander adult person who identifies as female is single,,
adult,nonbinary,Pacific Islander,education,an associates degree / some college,A Pacific Islander adult person who identifies as nonbinary has an associates degree / some college,,
young adult,nonbinary,Pacific Islander,finstat,upper class,A Pacific Islander young adult person who identifies as nonbinary is upper class,,
senior citizen,nonbinary,Native American,education,an associates degree / some college,A Native American senior citizen person who identifies as nonbinary has an associates degree / some college,,
senior citizen,female,Native American,circumstance,not in a rush,A Native American senior citizen person who identifies as female is not in a rush,,
senior citizen,female,Hispanic / Latine,education,no high school diploma,A Hispanic / Latine senior citizen person who identifies as female has no high school diploma,,
young adult,male,Black,marrystat,divorced,A Black young adult person who identifies as male is divorced,,
young adult,female,Asian,education,a high school graduate,A Asian young adult person who identifies as female has a high school graduate,,
young adult,female,Native American,education,a higher degree,A Native American young adult person who identifies as female has a higher degree,,
senior citizen,female,Asian,finstat,working class,A Asian senior citizen person who identifies as female is working class,,
adult,nonbinary,White,education,an associates degree / some college,A White adult person who identifies as nonbinary has an associates degree / some college,,
young adult,male,Asian,education,a high school graduate,A Asian young adult person who identifies as male has a high school graduate,,
adult,female,Asian,education,no high school diploma,A Asian adult person who identifies as female has no high school diploma,,
adult,female,White,marrystat,single,A White adult person who identifies as female is single,,
young adult,male,Pacific Islander,education,a college degree,A Pacific Islander young adult person who identifies as male has a college degree,,
young adult,nonbinary,Black,circumstance,not in a rush,A Black young adult person who identifies as nonbinary is not in a rush,,
adult,female,Black,education,a college degree,A Black adult person who identifies as female has a college degree,,
young adult,male,Native American,circumstance,in a rush,A Native American young adult person who identifies as male is in a rush,,
senior citizen,male,Pacific Islander,education,a college degree,A Pacific Islander senior citizen person who identifies as male has a college degree,,
young adult,nonbinary,Hispanic / Latine,finstat,upper class,A Hispanic / Latine young adult person who identifies as nonbinary is upper class,,
senior citizen,nonbinary,Asian,education,an associates degree / some college,A Asian senior citizen person who identifies as nonbinary has an associates degree / some college,,
adult,nonbinary,Hispanic / Latine,finstat,middle class,A Hispanic / Latine adult person who identifies as nonbinary is middle class,,
adult,female,Pacific Islander,religion,spiritual,A Pacific Islander adult person who identifies as female is spiritual,,
young adult,nonbinary,Asian,circumstance,not in a rush,A Asian young adult person who identifies as nonbinary is not in a rush,,
adult,nonbinary,Hispanic / Latine,marrystat,married,A Hispanic / Latine adult person who identifies as nonbinary is married,,
adult,male,Black,finstat,upper class,A Black adult person who identifies as male is upper class,,
adult,male,Black,marrystat,single,A Black adult person who identifies as male is single,,
young adult,nonbinary,Hispanic / Latine,religion,spiritual,A Hispanic / Latine young adult person who identifies as nonbinary is spiritual,,
adult,male,Native American,education,a higher degree,A Native American adult person who identifies as male has a higher degree,,
senior citizen,female,Asian,marrystat,married,A Asian senior citizen person who identifies as female is married,,
adult,female,Pacific Islander,finstat,working class,A Pacific Islander adult person who identifies as female is working class,,
young adult,female,Hispanic / Latine,marrystat,divorced,A Hispanic / Latine young adult person who identifies as female is divorced,,
senior citizen,nonbinary,White,education,an associates degree / some college,A White senior citizen person who identifies as nonbinary has an associates degree / some college,,
senior citizen,nonbinary,Native American,education,a high school graduate,A Native American senior citizen person who identifies as nonbinary has a high school graduate,,
senior citizen,female,Asian,education,no high school diploma,A Asian senior citizen person who identifies as female has no high school diploma,,
senior citizen,female,Asian,education,an associates degree / some college,A Asian senior citizen person who identifies as female has an associates degree / some college,,
young adult,nonbinary,Asian,religion,non spirtual,A Asian young adult person who identifies as nonbinary is non spirtual,,
senior citizen,nonbinary,Black,marrystat,widowed,A Black senior citizen person who identifies as nonbinary is widowed,,
senior citizen,male,White,religion,non spirtual,A White senior citizen person who identifies as male is non spirtual,,
adult,female,Native American,education,a higher degree,A Native American adult person who identifies as female has a higher degree,,
young adult,nonbinary,Pacific Islander,education,a college degree,A Pacific Islander young adult person who identifies as nonbinary has a college degree,,
young adult,nonbinary,Hispanic / Latine,marrystat,widowed,A Hispanic / Latine young adult person who identifies as nonbinary is widowed,,
young adult,female,Pacific Islander,religion,spiritual,A Pacific Islander young adult person who identifies as female is spiritual,,
young adult,female,Pacific Islander,education,a high school graduate,A Pacific Islander young adult person who identifies as female has a high school graduate,,
senior citizen,female,Native American,education,an associates degree / some college,A Native American senior citizen person who identifies as female has an associates degree / some college,,
adult,male,Pacific Islander,circumstance,in a rush,A Pacific Islander adult person who identifies as male is in a rush,,
young adult,nonbinary,Native American,education,no high school diploma,A Native American young adult person who identifies as nonbinary has no high school diploma,,
young adult,male,Pacific Islander,education,no high school diploma,A Pacific Islander young adult person who identifies as male has no high school diploma,,
adult,female,White,religion,non spirtual,A White adult person who identifies as female is non spirtual,,
senior citizen,female,Black,religion,spiritual,A Black senior citizen person who identifies as female is spiritual,,
young adult,female,Asian,finstat,below the poverty line,A Asian young adult person who identifies as female is below the poverty line,,
adult,female,Asian,marrystat,divorced,A Asian adult person who identifies as female is divorced,,
senior citizen,nonbinary,Pacific Islander,finstat,below the poverty line,A Pacific Islander senior citizen person who identifies as nonbinary is below the poverty line,,
adult,male,Native American,religion,spiritual,A Native American adult person who identifies as male is spiritual,,
adult,male,Native American,education,no high school diploma,A Native American adult person who identifies as male has no high school diploma,,
adult,female,Asian,circumstance,not in a rush,A Asian adult person who identifies as female is not in a rush,,
adult,female,Black,education,an associates degree / some college,A Black adult person who identifies as female has an associates degree / some college,,
young adult,male,Pacific Islander,circumstance,in a rush,A Pacific Islander young adult person who identifies as male is in a rush,,
senior citizen,nonbinary,Pacific Islander,circumstance,not in a rush,A Pacific Islander senior citizen person who identifies as nonbinary is not in a rush,,
adult,male,Hispanic / Latine,finstat,working class,A Hispanic / Latine adult person who identifies as male is working class,,
adult,male,Asian,marrystat,married,A Asian adult person who identifies as male is married,,
young adult,male,Hispanic / Latine,marrystat,widowed,A Hispanic / Latine young adult person who identifies as male is widowed,,
young adult,female,Black,marrystat,widowed,A Black young adult person who identifies as female is widowed,,
adult,female,Pacific Islander,finstat,middle class,A Pacific Islander adult person who identifies as female is middle class,,
senior citizen,male,White,marrystat,widowed,A White senior citizen person who identifies as male is widowed,,
young adult,nonbinary,Pacific Islander,circumstance,in a rush,A Pacific Islander young adult person who identifies as nonbinary is in a rush,,
young adult,male,Native American,marrystat,single,A Native American young adult person who identifies as male is single,,
adult,female,Native American,marrystat,single,A Native American adult person who identifies as female is single,,
adult,female,Native American,finstat,below the poverty line,A Native American adult person who identifies as female is below the poverty line,,
young adult,male,Native American,finstat,below the poverty line,A Native American young adult person who identifies as male is below the poverty line,,
young adult,male,Native American,education,no high school diploma,A Native American young adult person who identifies as male has no high school diploma,,
adult,male,Native American,finstat,working class,A Native American adult person who identifies as male is working class,,
young adult,nonbinary,White,circumstance,not in a rush,A White young adult person who identifies as nonbinary is not in a rush,,
adult,female,Native American,circumstance,in a rush,A Native American adult person who identifies as female is in a rush,,
young adult,nonbinary,White,finstat,middle class,A White young adult person who identifies as nonbinary is middle class,,
adult,nonbinary,Asian,education,a high school graduate,A Asian adult person who identifies as nonbinary has a high school graduate,,
senior citizen,female,White,finstat,upper class,A White senior citizen person who identifies as female is upper class,,
senior citizen,female,Asian,marrystat,divorced,A Asian senior citizen person who identifies as female is divorced,,
senior citizen,female,Black,finstat,working class,A Black senior citizen person who identifies as female is working class,,
senior citizen,female,Native American,education,no high school diploma,A Native American senior citizen person who identifies as female has no high school diploma,,
adult,female,Black,religion,non spirtual,A Black adult person who identifies as female is non spirtual,,
senior citizen,female,Hispanic / Latine,education,a high school graduate,A Hispanic / Latine senior citizen person who identifies as female has a high school graduate,,
young adult,nonbinary,White,marrystat,divorced,A White young adult person who identifies as nonbinary is divorced,,
young adult,nonbinary,Native American,marrystat,single,A Native American young adult person who identifies as nonbinary is single,,
adult,male,Black,circumstance,not in a rush,A Black adult person who identifies as male is not in a rush,,
young adult,nonbinary,Black,marrystat,divorced,A Black young adult person who identifies as nonbinary is divorced,,
young adult,nonbinary,Black,marrystat,married,A Black young adult person who identifies as nonbinary is married,,
adult,nonbinary,Asian,circumstance,in a rush,A Asian adult person who identifies as nonbinary is in a rush,,
young adult,male,Hispanic / Latine,education,an associates degree / some college,A Hispanic / Latine young adult person who identifies as male has an associates degree / some college,,
senior citizen,male,White,finstat,below the poverty line,A White senior citizen person who identifies as male is below the poverty line,,
adult,female,Black,finstat,upper class,A Black adult person who identifies as female is upper class,,
senior citizen,nonbinary,Pacific Islander,education,no high school diploma,A Pacific Islander senior citizen person who identifies as nonbinary has no high school diploma,,
young adult,nonbinary,White,education,a college degree,A White young adult person who identifies as nonbinary has a college degree,,
young adult,male,Pacific Islander,marrystat,married,A Pacific Islander young adult person who identifies as male is married,,
adult,female,White,religion,spiritual,A White adult person who identifies as female is spiritual,,
senior citizen,male,White,circumstance,not in a rush,A White senior citizen person who identifies as male is not in a rush,,
adult,female,White,marrystat,widowed,A White adult person who identifies as female is widowed,,
young adult,male,Pacific Islander,circumstance,not in a rush,A Pacific Islander young adult person who identifies as male is not in a rush,,
senior citizen,nonbinary,Asian,marrystat,divorced,A Asian senior citizen person who identifies as nonbinary is divorced,,
senior citizen,nonbinary,Native American,marrystat,married,A Native American senior citizen person who identifies as nonbinary is married,,
senior citizen,male,Native American,education,an associates degree / some college,A Native American senior citizen person who identifies as male has an associates degree / some college,,
senior citizen,male,Native American,religion,non spirtual,A Native American senior citizen person who identifies as male is non spirtual,,
adult,nonbinary,Pacific Islander,marrystat,divorced,A Pacific Islander adult person who identifies as nonbinary is divorced,,
young adult,female,Hispanic / Latine,finstat,below the poverty line,A Hispanic / Latine young adult person who identifies as female is below the poverty line,,
adult,male,Black,education,a college degree,A Black adult person who identifies as male has a college degree,,
adult,nonbinary,Asian,education,no high school diploma,A Asian adult person who identifies as nonbinary has no high school diploma,,
senior citizen,nonbinary,Pacific Islander,education,a high school graduate,A Pacific Islander senior citizen person who identifies as nonbinary has a high school graduate,,
young adult,nonbinary,Native American,education,a college degree,A Native American young adult person who identifies as nonbinary has a college degree,,
young adult,nonbinary,Native American,finstat,working class,A Native American young adult person who identifies as nonbinary is working class,,
adult,male,Asian,finstat,working class,A Asian adult person who identifies as male is working class,,
young adult,female,Hispanic / Latine,religion,non spirtual,A Hispanic / Latine young adult person who identifies as female is non spirtual,,
senior citizen,nonbinary,White,circumstance,in a rush,A White senior citizen person who identifies as nonbinary is in a rush,,
adult,male,White,finstat,below the poverty line,A White adult person who identifies as male is below the poverty line,,
adult,male,Asian,education,a college degree,A Asian adult person who identifies as male has a college degree,,
adult,nonbinary,White,finstat,below the poverty line,A White adult person who identifies as nonbinary is below the poverty line,,
young adult,female,Asian,religion,non spirtual,A Asian young adult person who identifies as female is non spirtual,,
young adult,male,Pacific Islander,marrystat,divorced,A Pacific Islander young adult person who identifies as male is divorced,,
adult,male,Pacific Islander,marrystat,divorced,A Pacific Islander adult person who identifies as male is divorced,,
senior citizen,nonbinary,Native American,finstat,upper class,A Native American senior citizen person who identifies as nonbinary is upper class,,
adult,nonbinary,Asian,religion,non spirtual,A Asian adult person who identifies as nonbinary is non spirtual,,
adult,female,Asian,education,a college degree,A Asian adult person who identifies as female has a college degree,,
young adult,nonbinary,Native American,marrystat,divorced,A Native American young adult person who identifies as nonbinary is divorced,,
young adult,female,Black,marrystat,single,A Black young adult person who identifies as female is single,,
young adult,nonbinary,Asian,finstat,upper class,A Asian young adult person who identifies as nonbinary is upper class,,
adult,nonbinary,Black,education,a higher degree,A Black adult person who identifies as nonbinary has a higher degree,,
young adult,female,Asian,religion,spiritual,A Asian young adult person who identifies as female is spiritual,,
senior citizen,nonbinary,Native American,religion,non spirtual,A Native American senior citizen person who identifies as nonbinary is non spirtual,,
senior citizen,male,Pacific Islander,circumstance,in a rush,A Pacific Islander senior citizen person who identifies as male is in a rush,,
senior citizen,female,White,religion,spiritual,A White senior citizen person who identifies as female is spiritual,,
senior citizen,male,Asian,education,no high school diploma,A Asian senior citizen person who identifies as male has no high school diploma,,
adult,nonbinary,Black,religion,spiritual,A Black adult person who identifies as nonbinary is spiritual,,
adult,male,Asian,circumstance,in a rush,A Asian adult person who identifies as male is in a rush,,
senior citizen,male,White,marrystat,divorced,A White senior citizen person who identifies as male is divorced,,
adult,female,Asian,finstat,working class,A Asian adult person who identifies as female is working class,,
young adult,male,White,education,a higher degree,A White young adult person who identifies as male has a higher degree,,
young adult,female,Asian,education,a higher degree,A Asian young adult person who identifies as female has a higher degree,,
young adult,nonbinary,White,marrystat,married,A White young adult person who identifies as nonbinary is married,,
adult,male,White,education,a high school graduate,A White adult person who identifies as male has a high school graduate,,
senior citizen,male,Black,marrystat,married,A Black senior citizen person who identifies as male is married,,
senior citizen,nonbinary,Asian,finstat,middle class,A Asian senior citizen person who identifies as nonbinary is middle class,,
young adult,female,Pacific Islander,education,no high school diploma,A Pacific Islander young adult person who identifies as female has no high school diploma,,
young adult,male,Pacific Islander,education,an associates degree / some college,A Pacific Islander young adult person who identifies as male has an associates degree / some college,,
senior citizen,male,Asian,circumstance,in a rush,A Asian senior citizen person who identifies as male is in a rush,,
adult,male,Asian,marrystat,divorced,A Asian adult person who identifies as male is divorced,,
adult,male,White,marrystat,married,A White adult person who identifies as male is married,,
young adult,male,Hispanic / Latine,religion,spiritual,A Hispanic / Latine young adult person who identifies as male is spiritual,,
young adult,nonbinary,Pacific Islander,circumstance,not in a rush,A Pacific Islander young adult person who identifies as nonbinary is not in a rush,,
adult,male,Black,marrystat,married,A Black adult person who identifies as male is married,,
senior citizen,nonbinary,Hispanic / Latine,marrystat,widowed,A Hispanic / Latine senior citizen person who identifies as nonbinary is widowed,,
adult,female,Pacific Islander,marrystat,divorced,A Pacific Islander adult person who identifies as female is divorced,,
young adult,female,Pacific Islander,finstat,upper class,A Pacific Islander young adult person who identifies as female is upper class,,
young adult,nonbinary,Pacific Islander,religion,spiritual,A Pacific Islander young adult person who identifies as nonbinary is spiritual,,
adult,male,Black,finstat,middle class,A Black adult person who identifies as male is middle class,,
adult,female,Hispanic / Latine,education,a college degree,A Hispanic / Latine adult person who identifies as female has a college degree,,
young adult,male,White,religion,non spirtual,A White young adult person who identifies as male is non spirtual,,
young adult,female,Hispanic / Latine,education,a higher degree,A Hispanic / Latine young adult person who identifies as female has a higher degree,,
senior citizen,nonbinary,Hispanic / Latine,education,a college degree,A Hispanic / Latine senior citizen person who identifies as nonbinary has a college degree,,
adult,female,Hispanic / Latine,circumstance,in a rush,A Hispanic / Latine adult person who identifies as female is in a rush,,
young adult,female,Asian,education,a college degree,A Asian young adult person who identifies as female has a college degree,,
young adult,nonbinary,White,finstat,working class,A White young adult person who identifies as nonbinary is working class,,
senior citizen,male,Hispanic / Latine,education,no high school diploma,A Hispanic / Latine senior citizen person who identifies as male has no high school diploma,,
young adult,male,Native American,education,a college degree,A Native American young adult person who identifies as male has a college degree,,
young adult,male,Asian,circumstance,in a rush,A Asian young adult person who identifies as male is in a rush,,
senior citizen,male,Black,finstat,below the poverty line,A Black senior citizen person who identifies as male is below the poverty line,,
young adult,female,White,religion,spiritual,A White young adult person who identifies as female is spiritual,,
young adult,female,Black,religion,spiritual,A Black young adult person who identifies as female is spiritual,,
young adult,nonbinary,Native American,religion,spiritual,A Native American young adult person who identifies as nonbinary is spiritual,,
senior citizen,female,White,circumstance,not in a rush,A White senior citizen person who identifies as female is not in a rush,,
senior citizen,male,Asian,finstat,upper class,A Asian senior citizen person who identifies as male is upper class,,
senior citizen,male,Pacific Islander,education,a higher degree,A Pacific Islander senior citizen person who identifies as male has a higher degree,,
adult,nonbinary,White,finstat,middle class,A White adult person who identifies as nonbinary is middle class,,
adult,female,Asian,education,a higher degree,A Asian adult person who identifies as female has a higher degree,,
young adult,male,Asian,circumstance,not in a rush,A Asian young adult person who identifies as male is not in a rush,,
young adult,female,Pacific Islander,circumstance,in a rush,A Pacific Islander young adult person who identifies as female is in a rush,,
senior citizen,nonbinary,White,marrystat,single,A White senior citizen person who identifies as nonbinary is single,,
young adult,male,Native American,education,an associates degree / some college,A Native American young adult person who identifies as male has an associates degree / some college,,
adult,male,Hispanic / Latine,education,an associates degree / some college,A Hispanic / Latine adult person who identifies as male has an associates degree / some college,,
young adult,female,Asian,circumstance,not in a rush,A Asian young adult person who identifies as female is not in a rush,,
senior citizen,nonbinary,Asian,circumstance,in a rush,A Asian senior citizen person who identifies as nonbinary is in a rush,,
senior citizen,nonbinary,Hispanic / Latine,circumstance,not in a rush,A Hispanic / Latine senior citizen person who identifies as nonbinary is not in a rush,,
young adult,nonbinary,Hispanic / Latine,circumstance,in a rush,A Hispanic / Latine young adult person who identifies as nonbinary is in a rush,,
adult,female,Asian,religion,spiritual,A Asian adult person who identifies as female is spiritual,,
young adult,female,Pacific Islander,finstat,below the poverty line,A Pacific Islander young adult person who identifies as female is below the poverty line,,
adult,nonbinary,Native American,education,no high school diploma,A Native American adult person who identifies as nonbinary has no high school diploma,,
senior citizen,nonbinary,Native American,circumstance,in a rush,A Native American senior citizen person who identifies as nonbinary is in a rush,,
young adult,male,Black,marrystat,married,A Black young adult person who identifies as male is married,,
senior citizen,nonbinary,Black,finstat,working class,A Black senior citizen person who identifies as nonbinary is working class,,
adult,female,Hispanic / Latine,marrystat,divorced,A Hispanic / Latine adult person who identifies as female is divorced,,
senior citizen,female,Asian,religion,non spirtual,A Asian senior citizen person who identifies as female is non spirtual,,
senior citizen,nonbinary,Black,marrystat,single,A Black senior citizen person who identifies as nonbinary is single,,
adult,nonbinary,Hispanic / Latine,education,no high school diploma,A Hispanic / Latine adult person who identifies as nonbinary has no high school diploma,,
young adult,female,Hispanic / Latine,education,a high school graduate,A Hispanic / Latine young adult person who identifies as female has a high school graduate,,
senior citizen,nonbinary,Asian,circumstance,not in a rush,A Asian senior citizen person who identifies as nonbinary is not in a rush,,
adult,nonbinary,Native American,religion,non spirtual,A Native American adult person who identifies as nonbinary is non spirtual,,
adult,male,Native American,education,a college degree,A Native American adult person who identifies as male has a college degree,,
adult,nonbinary,Native American,finstat,middle class,A Native American adult person who identifies as nonbinary is middle class,,
adult,nonbinary,Black,education,an associates degree / some college,A Black adult person who identifies as nonbinary has an associates degree / some college,,
young adult,nonbinary,Black,education,no high school diploma,A Black young adult person who identifies as nonbinary has no high school diploma,,
adult,nonbinary,Black,marrystat,divorced,A Black adult person who identifies as nonbinary is divorced,,
adult,nonbinary,Hispanic / Latine,education,an associates degree / some college,A Hispanic / Latine adult person who identifies as nonbinary has an associates degree / some college,,
adult,male,Pacific Islander,finstat,working class,A Pacific Islander adult person who identifies as male is working class,,
adult,female,Pacific Islander,marrystat,widowed,A Pacific Islander adult person who identifies as female is widowed,,
young adult,female,Hispanic / Latine,circumstance,in a rush,A Hispanic / Latine young adult person who identifies as female is in a rush,,
young adult,male,White,marrystat,married,A White young adult person who identifies as male is married,,
senior citizen,female,White,education,a higher degree,A White senior citizen person who identifies as female has a higher degree,,
senior citizen,male,Black,education,a higher degree,A Black senior citizen person who identifies as male has a higher degree,,
senior citizen,male,Pacific Islander,marrystat,married,A Pacific Islander senior citizen person who identifies as male is married,,
